metodo,ruta,summary,description,summary_generico,description_generica,es_generica
DELETE,/ach-cycles/{id},Eliminación de ciclos y lotes ACH: elimina recursos asociados a delete dentro de ciclos y lotes ACH para la ruta /ach-cycles/{id},"Qué hace: elimina recursos asociados a delete dentro de ciclos y lotes ACH para la ruta /ach-cycles/{id}. Cuándo se usa: se utiliza durante ventanas operativas controladas cuando se requiere aplicar cambios en ciclos y lotes ACH (/ach-cycles/{id}). Perfil consumidor: equipos funcionales y técnicos responsables de ciclos y lotes ACH. Permiso requerido: CanManageAch. Tipo de operación: DELETE. Naturaleza: modifica información. Genera auditoría: sí, explícita por cambio de estado o acción operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio/alto; un cambio incorrecto puede afectar conciliación ACH, trazabilidad CENIT o integridad NACHA-M. Relación ACH/CENIT/NACHA-M: impacta la preparación y cierre de ciclos ACH con efectos en conciliación CENIT. Precauciones para desarrollo u operación: aplicar segregación de funciones, bitácora de cambio y verificación de impacto antes de confirmar la acción en /ach-cycles/{id}.",no,no,no
GET,/ach-cycles/{id},Consulta de ciclos y lotes ACH: consulta get by id dentro de ciclos y lotes ACH para la ruta /ach-cycles/{id},"Qué hace: consulta get by id dentro de ciclos y lotes ACH para la ruta /ach-cycles/{id}. Cuándo se usa: se utiliza en monitoreo operativo, conciliación y soporte cuando se requiere visibilidad puntual en ciclos y lotes ACH (/ach-cycles/{id}). Perfil consumidor: equipos funcionales y técnicos responsables de ciclos y lotes ACH. Permiso requerido: CanReadAch. Tipo de operación: GET. Naturaleza: solo consulta. Genera auditoría: sí, por trazas de acceso y correlación operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio; consultas con filtros incorrectos pueden producir diagnósticos operativos erróneos. Relación ACH/CENIT/NACHA-M: impacta la preparación y cierre de ciclos ACH con efectos en conciliación CENIT. Precauciones para desarrollo u operación: validar filtros, rangos de fecha y correlación de identificadores antes de usar resultados de /ach-cycles/{id} en decisiones operativas.",no,no,no
PUT,/ach-cycles/{id},Actualización de ciclos y lotes ACH: actualiza información de update dentro de ciclos y lotes ACH para la ruta /ach-cycles/{id},"Qué hace: actualiza información de update dentro de ciclos y lotes ACH para la ruta /ach-cycles/{id}. Cuándo se usa: se utiliza durante ventanas operativas controladas cuando se requiere aplicar cambios en ciclos y lotes ACH (/ach-cycles/{id}). Perfil consumidor: equipos funcionales y técnicos responsables de ciclos y lotes ACH. Permiso requerido: CanManageAch. Tipo de operación: PUT. Naturaleza: modifica información. Genera auditoría: sí, explícita por cambio de estado o acción operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio/alto; un cambio incorrecto puede afectar conciliación ACH, trazabilidad CENIT o integridad NACHA-M. Relación ACH/CENIT/NACHA-M: impacta la preparación y cierre de ciclos ACH con efectos en conciliación CENIT. Precauciones para desarrollo u operación: aplicar segregación de funciones, bitácora de cambio y verificación de impacto antes de confirmar la acción en /ach-cycles/{id}.",no,no,no
GET,/ach-returns/cycles/{cycleId}/transactions,Transacciones elegibles para devoluciones por ciclo,Qué hace: lista transacciones del ciclo que cumplen criterios para devolución ACH. Cuándo se usa: al preparar archivo de devoluciones. Perfil consumidor: operación ACH de devoluciones. Permiso requerido: sin policy explícita en el método; sujeto a controles de despliegue. Tipo de operación: solo consulta. Genera auditoría: no directa. Riesgos operativos: seleccionar ciclo errado genera devoluciones inválidas. Errores esperados: 400 parámetros inválidos; 404 ciclo inexistente. Relación ACH/CENIT/NACHA-M: gestiona devoluciones bajo reglas ACH/CENIT. Precauciones para desarrollo u operación: validar ciclo y causal antes de generar archivo.,no,no,no
POST,/ach-returns/generate-file,Generación de archivo de devoluciones,"Qué hace: construye y retorna el archivo de devoluciones con contenido descargable. Cuándo se usa: cuando ya se aprobaron causales y transacciones. Perfil consumidor: operación ACH. Permiso requerido: sin policy explícita en el método; revisar seguridad del entorno. Tipo de operación: modifica información. Genera auditoría: sí, por rastro de generación/descarga. Riesgos operativos: una solicitud mal parametrizada puede emitir archivo incorrecto. Errores esperados: 400 validación de solicitud; 409 por estado no permitido. Relación ACH/CENIT/NACHA-M: materializa devolución ACH conforme a operación CENIT. Precauciones para desarrollo u operación: aplicar doble validación operativa antes de distribuir el archivo.",no,no,no
GET,/api/Permissions,Consulta de permissions: consulta get permissions dentro de permissions para la ruta /api/Permissions,"Qué hace: consulta get permissions dentro de permissions para la ruta /api/Permissions. Cuándo se usa: se utiliza en monitoreo operativo, conciliación y soporte cuando se requiere visibilidad puntual en permissions (/api/Permissions). Perfil consumidor: equipos funcionales y técnicos responsables de permissions. Permiso requerido: requiere token válido con autorización. Tipo de operación: GET. Naturaleza: solo consulta. Genera auditoría: sí, por trazas de acceso y correlación operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio; consultas con filtros incorrectos pueden producir diagnósticos operativos erróneos. Relación ACH/CENIT/NACHA-M: mantiene consistencia operativa del dominio permissions dentro del circuito ACH/CENIT/NACHA-M. Precauciones para desarrollo u operación: validar filtros, rangos de fecha y correlación de identificadores antes de usar resultados de /api/Permissions en decisiones operativas.",no,no,no
GET,/api/Roles,Consulta de roles: consulta get roles dentro de roles para la ruta /api/Roles,"Qué hace: consulta get roles dentro de roles para la ruta /api/Roles. Cuándo se usa: se utiliza en monitoreo operativo, conciliación y soporte cuando se requiere visibilidad puntual en roles (/api/Roles). Perfil consumidor: equipos funcionales y técnicos responsables de roles. Permiso requerido: requiere token válido con autorización. Tipo de operación: GET. Naturaleza: solo consulta. Genera auditoría: sí, por trazas de acceso y correlación operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio; consultas con filtros incorrectos pueden producir diagnósticos operativos erróneos. Relación ACH/CENIT/NACHA-M: mantiene consistencia operativa del dominio roles dentro del circuito ACH/CENIT/NACHA-M. Precauciones para desarrollo u operación: validar filtros, rangos de fecha y correlación de identificadores antes de usar resultados de /api/Roles en decisiones operativas.",no,no,no
GET,/api/Users,Consulta de users: consulta get users dentro de users para la ruta /api/Users,"Qué hace: consulta get users dentro de users para la ruta /api/Users. Cuándo se usa: se utiliza en monitoreo operativo, conciliación y soporte cuando se requiere visibilidad puntual en users (/api/Users). Perfil consumidor: equipos funcionales y técnicos responsables de users. Permiso requerido: requiere token válido con autorización. Tipo de operación: GET. Naturaleza: solo consulta. Genera auditoría: sí, por trazas de acceso y correlación operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio; consultas con filtros incorrectos pueden producir diagnósticos operativos erróneos. Relación ACH/CENIT/NACHA-M: mantiene consistencia operativa del dominio users dentro del circuito ACH/CENIT/NACHA-M. Precauciones para desarrollo u operación: validar filtros, rangos de fecha y correlación de identificadores antes de usar resultados de /api/Users en decisiones operativas.",no,no,no
POST,/api/Users,Registro de users: registra una solicitud de create user dentro de users para la ruta /api/Users,"Qué hace: registra una solicitud de create user dentro de users para la ruta /api/Users. Cuándo se usa: se utiliza durante ventanas operativas controladas cuando se requiere aplicar cambios en users (/api/Users). Perfil consumidor: equipos funcionales y técnicos responsables de users. Permiso requerido: requiere token válido con autorización. Tipo de operación: POST. Naturaleza: modifica información. Genera auditoría: sí, explícita por cambio de estado o acción operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio/alto; un cambio incorrecto puede afectar conciliación ACH, trazabilidad CENIT o integridad NACHA-M. Relación ACH/CENIT/NACHA-M: mantiene consistencia operativa del dominio users dentro del circuito ACH/CENIT/NACHA-M. Precauciones para desarrollo u operación: aplicar segregación de funciones, bitácora de cambio y verificación de impacto antes de confirmar la acción en /api/Users.",no,no,no
GET,/api/Users/validate-email-domain,Consulta de users: consulta validate email domain dentro de users para la ruta /api/Users/validate-email-domain,"Qué hace: consulta validate email domain dentro de users para la ruta /api/Users/validate-email-domain. Cuándo se usa: se utiliza en monitoreo operativo, conciliación y soporte cuando se requiere visibilidad puntual en users (/api/Users/validate-email-domain). Perfil consumidor: equipos funcionales y técnicos responsables de users. Permiso requerido: requiere token válido con autorización. Tipo de operación: GET. Naturaleza: solo consulta. Genera auditoría: sí, por trazas de acceso y correlación operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio; consultas con filtros incorrectos pueden producir diagnósticos operativos erróneos. Relación ACH/CENIT/NACHA-M: mantiene consistencia operativa del dominio users dentro del circuito ACH/CENIT/NACHA-M. Precauciones para desarrollo u operación: validar filtros, rangos de fecha y correlación de identificadores antes de usar resultados de /api/Users/validate-email-domain en decisiones operativas.",no,no,no
DELETE,/api/Users/{id},Eliminación de users: elimina recursos asociados a deactivate user dentro de users para la ruta /api/Users/{id},"Qué hace: elimina recursos asociados a deactivate user dentro de users para la ruta /api/Users/{id}. Cuándo se usa: se utiliza durante ventanas operativas controladas cuando se requiere aplicar cambios en users (/api/Users/{id}). Perfil consumidor: equipos funcionales y técnicos responsables de users. Permiso requerido: requiere token válido con autorización. Tipo de operación: DELETE. Naturaleza: modifica información. Genera auditoría: sí, explícita por cambio de estado o acción operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio/alto; un cambio incorrecto puede afectar conciliación ACH, trazabilidad CENIT o integridad NACHA-M. Relación ACH/CENIT/NACHA-M: mantiene consistencia operativa del dominio users dentro del circuito ACH/CENIT/NACHA-M. Precauciones para desarrollo u operación: aplicar segregación de funciones, bitácora de cambio y verificación de impacto antes de confirmar la acción en /api/Users/{id}.",no,no,no
